age,education-num,marital-status,occupation,sex,capital-gain,native-country
33,13,2,0,1,0,38
46,15,2,9,1,15024,38
34,9,2,2,1,0,38
29,13,2,3,1,7688,38
46,9,2,11,0,0,38
51,10,2,2,1,0,38
32,10,4,0,0,0,38
37,13,4,11,0,0,38
37,9,2,2,1,0,38
30,10,0,13,1,0,38
41,9,0,3,1,0,38
50,14,4,3,0,0,38
60,10,0,0,0,0,38
65,9,6,0,0,0,38
24,10,4,6,1,0,38
56,13,0,3,0,0,38
60,9,2,2,1,0,38
62,13,2,3,1,0,38
32,13,2,3,1,0,38
23,6,4,2,0,0,38
25,9,2,11,1,0,38
47,15,2,9,1,0,38
44,11,2,2,1,7688,38
51,9,0,0,0,0,38
75,10,2,3,1,0,38
49,7,2,13,1,0,38
43,9,2,2,1,0,38
69,13,0,5,1,0,38
30,9,0,7,0,0,38
24,9,4,5,0,0,38
24,13,2,9,1,0,38
22,9,4,0,0,0,25
42,7,5,7,0,0,38
22,9,4,7,0,0,38
52,9,3,0,0,0,38
46,13,2,11,1,0,29
39,9,2,6,1,0,38
54,9,2,2,1,0,38
25,8,4,2,1,0,38
46,13,2,11,1,0,38
29,13,4,0,0,0,38
41,3,2,4,1,0,25
32,9,2,2,1,0,38
34,10,2,0,1,0,38
45,10,6,12,0,0,38
47,13,2,9,1,15024,38
37,14,2,9,0,7688,38
28,7,2,3,1,0,38
45,16,6,9,1,15020,19
31,7,4,13,1,0,38
22,9,4,0,0,0,38
52,9,2,6,1,0,38
50,9,2,10,1,0,38
29,10,0,0,0,0,38
33,11,2,6,1,0,38
21,9,4,2,1,0,38
38,13,2,11,1,0,38
35,9,4,10,0,4787,38
43,14,2,9,1,15024,38
40,9,2,0,0,0,38
38,13,0,9,0,0,38
23,10,4,5,1,0,38
25,3,4,2,1,0,25
44,13,4,0,1,0,38
49,10,2,3,1,0,38
39,9,0,7,0,5455,38
26,10,2,2,1,0,38
24,13,4,12,0,0,38
51,9,4,2,1,0,38
46,13,2,3,1,0,23
44,10,2,11,1,0,8
34,9,2,2,1,0,38
23,13,4,0,0,0,38
33,10,6,0,0,0,38
23,9,4,0,0,0,38
59,6,0,7,0,0,38
56,5,0,2,0,0,38
44,13,2,3,1,99999,38
52,6,2,6,1,0,38
35,14,2,0,1,0,38
30,10,2,6,1,0,38
29,9,2,11,1,0,10
26,10,4,2,1,0,38
39,10,0,11,0,0,38
39,13,5,2,1,0,38
62,11,2,0,1,3411,38
28,10,4,7,0,0,38
38,6,2,2,1,0,38
45,13,4,12,1,0,38
61,15,5,9,1,0,38
25,10,4,0,0,0,38
28,9,4,3,0,0,38
39,13,2,9,1,15024,23
60,10,2,0,0,15024,38
46,3,2,0,0,0,25
53,9,0,6,0,0,38
42,9,0,7,1,0,38
33,9,2,6,1,0,38
52,10,2,3,0,0,38
47,9,2,2,1,0,38
58,6,2,13,1,0,38
47,13,2,3,1,0,38
39,6,0,5,1,0,38
18,9,4,11,1,0,38
46,10,2,11,1,0,38
24,10,4,7,0,0,38
32,10,4,11,1,0,38
40,10,2,0,0,7298,38
34,13,2,12,1,0,38
36,13,2,11,1,0,38
62,13,2,9,1,0,38
45,13,2,9,1,0,38
27,3,4,2,1,0,38
34,9,2,2,1,0,10
40,13,2,11,1,0,38
24,7,2,2,1,0,38
40,10,4,2,1,0,38
47,9,2,2,1,0,38
42,11,0,0,0,0,38
38,13,4,0,0,0,38
46,9,2,6,1,0,38
57,6,6,7,0,0,38
28,10,2,0,1,0,38
59,13,2,3,1,0,38
39,9,4,6,1,0,38
36,9,2,2,1,0,38
40,11,4,9,1,0,38
40,14,4,9,0,0,38
50,14,4,9,0,0,38
43,13,2,9,1,0,38
36,9,0,0,0,0,38
32,9,2,11,0,0,38
25,9,4,5,1,0,38
34,13,2,3,1,0,38
68,9,2,0,1,0,38
32,13,4,9,1,0,38
41,15,2,9,0,0,38
45,13,2,9,1,0,38
30,9,4,0,0,0,38
47,9,2,13,1,0,38
47,15,2,3,1,99999,38
27,13,4,9,0,4101,38
34,13,4,11,0,0,38
39,13,2,11,1,0,38
47,10,0,13,1,0,38
43,12,0,9,0,8614,38
28,10,2,1,1,7298,38
27,13,4,13,0,0,38
20,9,4,5,1,0,38
34,13,2,9,1,0,38
27,5,2,6,0,0,31
32,12,0,6,0,0,38
31,9,2,2,1,0,38
31,10,2,3,1,0,22
41,9,2,2,1,0,38
20,9,4,5,1,0,38
49,9,2,13,1,0,38
40,15,2,3,0,15024,38
33,9,2,3,1,0,38
42,10,2,2,1,0,38
46,9,2,0,1,0,38
36,10,2,3,1,0,38
57,6,2,0,0,0,38
54,10,2,2,1,0,38
43,13,2,3,1,0,38
68,14,2,9,1,0,38
53,14,2,3,1,0,38
30,9,2,5,1,0,38
35,10,4,0,0,0,38
52,13,3,3,0,0,38
35,13,4,11,1,0,38
23,7,2,6,1,0,38
53,10,2,11,1,0,38
28,10,2,2,1,0,38
46,13,2,13,1,15024,38
46,10,2,2,1,0,38
55,6,2,2,1,0,38
45,10,2,11,1,0,38
40,15,2,9,1,15024,38
64,9,6,7,0,0,38
67,10,2,3,1,0,38
33,13,4,11,0,0,38
72,10,2,10,1,0,38
50,10,2,12,1,0,38
42,10,0,0,0,0,38
20,10,4,2,1,0,38
54,9,2,5,1,0,38
32,13,2,10,1,99999,38
58,9,2,11,1,0,38
31,14,2,3,1,0,38
36,13,2,2,1,0,38
45,13,4,9,1,0,38
36,9,2,2,1,0,38
27,9,2,6,1,0,38
61,10,2,11,1,0,38
65,13,2,10,1,20051,38
35,10,2,9,1,0,38
50,14,2,11,1,15024,38
21,10,4,0,1,0,38
48,13,1,11,1,0,38
42,9,2,3,0,0,38
36,9,2,9,1,7688,38
17,7,4,0,0,0,38
79,9,2,3,1,0,38
59,9,2,5,0,7688,38
46,9,2,11,1,5013,38
49,9,2,2,1,7298,38
50,9,2,9,1,0,38
48,9,2,0,1,0,38
41,9,4,6,1,2174,38
33,10,4,0,0,0,38
34,9,5,13,1,0,38
40,14,4,9,0,0,38
41,15,2,9,1,0,16
37,12,2,11,1,0,38
31,13,2,3,1,0,38
19,7,4,11,0,0,15
53,9,2,6,1,0,38
32,9,2,6,1,0,38
52,14,2,9,0,15024,38
60,14,2,9,1,0,38
56,9,2,3,1,99999,38
56,10,2,0,1,0,38
36,13,2,0,1,0,29
25,10,4,7,0,0,38
24,9,4,7,0,0,38
40,10,2,2,1,0,38
54,14,2,11,1,0,38
30,9,2,2,1,0,38
60,14,2,3,1,0,38
39,9,2,3,1,0,38
31,13,2,3,1,0,38
25,10,4,12,1,2174,38
30,10,2,2,1,0,38
44,10,2,9,1,0,38
50,11,5,9,0,0,38
59,9,6,4,1,0,38
25,13,4,12,1,0,38
35,12,0,0,0,0,38
39,9,0,0,1,0,38
24,5,4,6,1,0,38
40,10,2,0,0,7688,38
54,9,2,11,1,0,38
23,7,2,7,1,0,38
49,13,0,9,0,0,38
47,9,2,13,1,0,38
56,10,2,12,1,0,38
61,15,2,9,1,0,38
43,13,2,3,1,15024,38
57,15,2,9,1,0,36
36,10,2,10,1,0,38
55,9,2,3,1,0,38
22,10,4,7,0,0,38
31,7,2,2,1,0,38
17,5,2,7,1,0,38
51,9,0,6,1,0,38
43,9,2,5,1,0,38
35,7,2,4,1,0,38
44,9,2,12,1,0,38
53,13,2,3,1,0,38
36,9,0,3,0,1831,38
44,12,2,9,1,0,38
39,9,2,2,1,5178,38
50,10,0,0,0,0,38
38,13,2,9,1,0,38
42,9,0,10,0,0,38
46,9,2,8,0,0,38
36,7,2,13,1,0,38
24,13,4,3,1,0,38
55,13,2,11,1,15024,38
49,9,2,10,1,0,38
42,13,2,0,0,0,29
35,9,4,5,1,0,38
17,6,4,7,1,0,38
26,9,4,10,1,0,38
30,9,2,2,1,0,38
40,14,0,9,1,0,38
45,9,2,2,1,0,38
58,9,2,6,1,0,38
49,9,6,0,0,0,38
30,13,4,3,1,0,10
42,9,4,2,1,3325,38
20,10,4,10,1,0,10
34,10,1,0,0,0,38
33,9,0,0,1,0,38
51,13,0,3,1,0,38
33,13,2,3,1,0,38
30,9,2,2,1,0,38
70,5,2,6,0,2653,38
35,9,2,2,1,0,38
48,10,0,7,1,0,38
45,13,2,10,1,0,18
22,13,4,0,0,0,38
44,12,0,9,0,0,38
26,11,2,9,0,7688,38
37,13,2,3,1,0,38
32,11,4,7,1,0,38
52,11,2,9,1,15024,38
30,11,0,11,0,0,38
38,9,2,0,0,0,38
76,9,6,7,0,0,38
24,9,4,10,1,0,38
63,14,2,9,1,0,38
79,16,6,9,0,0,38
32,9,2,6,1,0,38
31,13,4,12,1,0,38
63,9,0,13,1,0,38
50,10,2,3,1,0,10
34,10,2,5,1,0,38
21,9,4,11,0,0,38
35,9,2,10,1,0,38
55,13,2,3,1,0,38
52,9,2,0,1,0,38
37,5,0,2,1,0,38
52,13,2,1,0,14084,38
37,9,2,13,1,0,38
46,13,2,9,1,0,38
26,14,2,11,0,0,38
22,9,4,3,0,0,10
50,14,2,9,1,7298,38
52,10,2,3,0,0,38
30,9,0,0,0,0,38
38,9,2,2,1,5178,38
29,9,2,13,1,0,38
34,13,0,9,0,0,38
32,10,2,9,1,0,38
68,15,2,9,1,99999,38
38,9,2,2,1,0,38
39,9,4,5,1,0,38
63,9,6,3,0,0,38
18,9,4,0,1,0,38
53,4,0,6,0,0,38
47,9,2,2,1,0,38
50,10,2,2,1,0,38
25,9,2,11,1,0,38
58,9,0,2,1,14344,38
44,14,2,3,1,0,38
44,9,2,3,1,0,38
21,10,4,11,1,0,38
36,13,4,9,1,10520,38
31,9,4,6,1,0,38
34,13,2,3,1,0,38
41,4,2,2,1,0,2
24,13,4,9,0,0,29
30,9,2,12,1,0,38
41,14,2,3,1,0,38
37,13,4,12,0,0,38
28,13,2,9,1,0,38
29,9,4,13,0,0,38
46,10,2,3,1,0,38
52,9,2,2,1,0,38
37,7,2,5,1,7688,38
49,9,2,2,1,0,38
32,10,2,11,1,0,38
51,9,2,13,1,7688,38
34,10,4,7,1,0,38
22,10,2,7,1,0,38
35,9,0,7,1,0,38
47,9,2,2,1,0,38
66,10,2,0,1,0,38
53,9,0,3,0,0,38
57,10,2,4,1,0,38
54,10,0,3,0,0,21
51,9,2,0,1,0,38
20,7,4,0,1,0,38
46,9,2,7,1,0,38
46,13,2,9,1,7688,38
55,11,2,11,1,3103,38
32,9,2,2,1,0,38
54,13,2,3,1,0,38
31,9,4,9,1,0,38
58,9,2,2,1,0,38
49,6,5,0,1,2176,38
42,10,0,2,1,0,38
47,9,2,2,1,0,38
60,9,2,3,1,0,38
50,15,2,9,1,0,38
24,14,4,9,0,0,38
34,16,2,9,1,0,38
45,13,2,12,1,0,38
25,10,4,0,0,0,38
43,9,2,2,1,0,38
48,16,2,3,0,0,38
32,10,2,0,1,0,38
47,10,0,0,0,0,38
53,9,4,2,0,0,38
50,13,2,11,1,0,38
25,8,2,6,1,0,25
22,10,4,0,1,0,38
24,9,0,0,0,0,38
44,9,0,11,1,0,38
67,5,4,3,1,6205,38
38,9,2,2,1,0,38
29,7,4,3,0,0,38
36,9,2,4,1,5178,38
38,9,4,7,1,0,38
25,13,2,3,0,0,38
53,5,2,3,1,0,38
45,13,2,9,1,0,38
28,12,4,0,1,0,38
29,14,0,9,0,0,17
63,12,0,3,1,0,38
42,13,5,9,1,0,38
40,10,2,6,1,0,38
39,3,2,7,1,0,29
22,11,4,7,0,0,38
46,10,4,7,0,0,38
30,13,4,0,1,0,38
40,10,2,9,1,0,38
38,9,2,2,1,0,26
33,14,2,9,1,0,38
64,9,2,0,0,0,38
26,11,4,2,1,0,23
56,10,0,3,0,0,38
37,10,2,11,0,7298,38
51,12,2,3,1,99999,38
43,11,4,0,0,0,38
28,9,4,13,1,0,38
43,10,2,2,1,0,38
60,9,2,12,0,0,38
62,9,2,6,1,0,38
74,15,0,9,1,0,38
31,5,4,2,1,0,38
22,11,4,0,0,0,38
47,9,2,3,1,0,38
55,7,4,6,0,0,38
47,12,0,11,1,0,38
34,9,4,5,1,0,38
46,13,2,3,1,7688,38
34,10,4,7,1,0,38
56,4,2,6,1,0,38
32,10,4,0,0,0,38
51,14,0,3,1,25236,38
26,10,1,10,1,0,38
30,9,0,0,0,0,38
38,6,4,2,1,0,38
41,13,2,0,1,0,38
41,13,1,3,1,0,38
58,10,0,0,0,0,38
24,10,4,5,1,0,38
47,9,2,7,1,4386,38
45,13,2,3,1,0,38
50,9,2,3,1,0,38
56,10,2,11,1,0,38
23,13,4,5,1,0,38
51,11,2,2,1,0,1
45,10,0,3,0,0,38
67,14,2,3,1,0,38
50,14,0,9,0,0,38
30,10,2,0,1,0,38
49,14,2,3,1,0,38
46,12,0,2,1,0,38
45,14,2,9,1,0,38
74,9,2,11,1,0,38
47,15,2,9,1,99999,38
23,10,4,0,0,0,38
38,10,5,3,1,0,38
47,13,2,11,1,0,38
58,10,2,12,1,3103,38
36,9,5,6,0,0,38
38,9,4,13,1,0,38
32,13,4,9,1,0,38
41,15,2,3,1,15024,38
56,10,2,2,1,0,38
24,10,4,10,1,0,38
23,13,4,4,1,0,38
52,6,2,2,1,0,38
39,14,2,9,1,7688,38
19,9,4,4,1,0,38
62,10,2,11,1,0,38
35,13,2,3,1,0,38
47,7,0,5,1,0,38
43,7,2,5,1,0,38
38,12,2,9,1,0,29
50,15,2,9,1,0,38
60,4,2,6,0,0,38
44,10,2,12,1,0,38
47,9,4,2,1,0,38
57,9,2,2,1,0,38
43,10,0,0,0,0,38
56,15,2,9,1,0,38
24,11,4,6,1,0,38
26,9,4,5,1,0,38
21,10,4,3,1,0,38
48,9,2,0,1,0,38
20,9,4,13,1,0,38
40,9,3,2,1,0,38
43,10,0,9,1,0,38
20,9,4,7,0,0,25
36,9,2,11,1,0,38
50,2,5,9,0,0,38
23,13,4,0,0,0,38
21,9,4,5,1,0,22
26,10,2,3,1,0,10
37,10,2,13,1,0,38
36,9,2,3,1,0,38
32,12,2,5,1,0,38
17,7,4,0,1,0,38
35,6,2,6,1,0,38
61,13,2,9,1,15024,38
45,13,0,3,1,0,38
43,13,0,9,0,0,38
24,11,4,13,1,0,38
42,9,2,3,1,0,38
35,13,2,3,1,0,38
21,10,4,11,1,0,38
44,9,4,6,0,0,38
37,12,2,6,1,0,38
53,13,2,3,1,0,38
60,13,2,9,1,7688,38
59,9,6,3,0,0,38
59,16,2,9,1,0,38
45,14,0,10,1,0,38
50,10,0,2,1,0,38
37,10,2,0,1,0,38
38,9,2,13,1,7298,38
23,13,4,9,1,0,38
36,11,2,10,1,0,38
61,8,6,6,0,0,21
77,15,2,3,1,0,38
41,16,4,6,0,0,38
55,13,2,9,1,0,38
23,10,4,0,1,0,38
19,10,4,13,1,0,38
46,9,2,6,1,4386,38
76,6,2,0,1,1173,38
42,13,2,3,1,0,38
42,3,3,4,1,0,25
45,10,0,9,0,0,38
29,10,0,3,0,0,38
37,7,2,13,1,0,38
54,13,0,3,0,0,38
70,10,2,3,1,6514,38
43,13,0,11,0,0,38
44,13,2,9,1,0,38
55,14,2,11,1,0,38
42,14,2,11,1,0,6
42,9,0,13,1,0,38
31,8,5,13,1,0,38
44,10,2,2,1,7688,38
27,9,2,2,1,0,10
58,9,2,2,1,0,38
55,14,2,9,1,0,38
47,13,2,3,1,0,38
30,10,2,12,1,0,38
31,13,2,9,1,0,32
22,8,2,13,1,0,38
28,10,4,2,1,0,38
56,10,2,2,1,0,38
32,6,4,2,1,0,38
33,9,2,6,1,0,38
39,9,2,2,1,0,38
35,14,4,3,1,0,38
37,12,2,9,1,0,1
59,16,2,9,1,0,38
24,14,4,12,1,0,38
52,2,2,3,1,0,38
46,10,4,0,0,0,38
33,13,4,9,0,0,38
40,11,2,3,1,7688,38
35,10,2,5,1,0,38
36,9,2,2,1,15024,38
35,8,0,2,1,0,38
49,10,0,2,0,0,38
43,11,6,0,0,0,38
46,14,2,9,0,7688,38
49,13,2,0,0,0,38
35,9,2,9,1,7298,38
53,13,0,3,1,0,38
51,10,2,3,1,0,38
64,4,2,7,0,0,38
28,13,4,9,0,0,38
44,9,2,10,1,0,38
64,7,4,0,1,0,38
24,10,4,9,1,0,38
46,10,0,0,0,0,38
40,10,0,13,1,0,38
47,13,2,3,1,0,38
20,9,4,0,1,0,38
52,11,0,7,0,0,38
43,10,0,0,0,0,38
36,13,2,9,1,0,38
56,11,2,12,1,0,38
54,14,2,3,1,0,38
44,10,2,11,1,0,38
39,13,2,9,1,0,38
26,9,2,3,1,0,38
51,7,2,2,1,0,38
36,10,2,2,1,0,38
43,9,2,11,1,0,38
52,16,2,9,1,0,18
48,9,2,0,1,0,38
47,9,2,2,1,0,38
54,10,2,10,1,0,38
26,10,2,11,1,0,38
56,13,2,12,1,0,38
36,14,2,7,1,0,38
47,13,3,0,1,0,38
25,10,2,2,1,0,38
30,13,2,3,1,0,38
55,14,3,3,0,0,38
52,9,2,3,1,0,38
40,10,2,6,1,0,38
46,10,2,12,1,5178,38
56,8,2,3,1,0,38
41,9,2,9,1,7688,38
25,8,4,7,1,0,38
52,9,2,6,1,0,38
22,9,4,13,1,0,38
40,9,2,12,1,0,38
52,9,5,8,0,0,38
52,11,2,2,1,0,38
49,16,2,9,1,0,38
37,14,2,9,1,0,38
22,10,4,0,0,0,19
38,10,2,2,1,0,38
51,13,0,3,1,0,38
49,14,2,3,1,0,38
42,13,0,8,0,4687,38
44,10,2,12,1,4386,38
65,10,0,0,0,0,38
45,13,2,3,1,0,38
37,10,2,6,1,0,38
47,12,2,11,1,5178,38
53,13,2,3,1,99999,38
22,13,4,11,1,0,38
24,13,4,0,0,0,38
32,9,4,11,0,0,38
41,13,2,11,1,15024,38
30,13,4,3,0,0,10
39,12,0,3,0,0,22
49,10,2,3,1,0,38
34,9,2,13,1,0,38
34,10,0,0,0,0,38
43,13,0,11,1,0,38
42,9,2,6,1,0,38
53,10,2,13,1,0,38
53,14,2,3,1,0,38
61,4,2,13,1,0,38
21,10,0,2,1,0,38
45,14,0,11,0,25236,38
25,9,2,2,1,0,38
60,9,2,2,1,0,38
61,4,2,0,1,2885,38
51,10,2,11,1,0,38
53,10,0,5,1,0,38
38,10,0,2,1,0,19
35,9,2,2,1,7688,38
46,14,0,9,0,0,38
56,9,2,13,1,0,38
45,16,2,3,1,0,38
35,9,2,2,1,0,38
31,9,0,2,1,0,38
65,14,2,11,1,20051,38
39,4,4,7,1,0,38
66,13,2,8,1,0,38
52,13,2,3,1,0,38
54,10,2,2,1,0,38
25,9,0,11,0,0,38
37,9,4,7,1,0,38
30,9,2,10,1,0,38
37,10,2,1,1,0,29
40,13,2,12,1,0,38
56,10,6,0,0,0,38
27,13,4,11,1,0,38
72,9,2,0,1,0,4
34,12,4,2,0,0,38
20,9,4,11,1,0,38
54,9,2,2,1,0,38
51,10,2,11,1,0,38
29,9,2,12,1,99999,38
54,9,4,0,0,0,38
55,10,0,12,0,0,38
32,10,4,0,0,0,38
31,10,0,0,0,0,38
41,10,2,2,1,0,38
42,10,4,3,0,0,38
19,7,4,11,0,0,38
25,13,4,3,1,0,38
39,9,0,12,0,0,38
55,9,2,12,0,0,38
58,11,2,2,1,0,38
34,10,2,3,1,0,38
65,9,2,3,1,0,38
27,9,4,2,1,0,20
50,10,2,2,1,0,38
55,9,2,9,0,0,38
35,12,4,2,1,8614,38
32,13,0,11,1,0,38
20,9,4,6,0,0,38
30,15,0,9,1,10520,38
38,14,2,9,1,0,8
38,13,0,9,0,15021,38
24,10,4,2,0,0,38
27,12,4,7,1,0,38
57,9,0,7,0,0,38
52,9,0,0,0,0,38
49,13,2,9,1,0,38
39,13,2,9,1,0,38
30,14,2,9,0,0,38
34,11,4,2,0,0,38
20,6,0,0,0,0,38
50,10,2,11,1,0,38
44,13,2,3,1,0,38
52,5,6,0,0,0,38
32,9,2,3,1,0,20
47,13,2,0,1,0,38
56,13,2,5,1,0,29
56,8,2,2,1,99999,38
23,10,4,0,0,0,38
43,9,2,3,1,0,38
35,7,0,13,1,0,38
32,10,2,9,0,0,38
37,14,2,0,1,7688,38
32,15,2,9,1,15024,38
55,13,2,11,1,0,38
36,9,4,6,0,0,38
57,10,2,2,1,0,38
56,10,2,2,1,0,38
33,9,2,10,1,0,38
32,9,2,12,1,7298,38
29,12,0,9,0,0,38
19,10,4,0,1,0,38
29,9,2,2,1,0,38
55,14,2,3,1,0,38
62,9,2,11,1,0,38
34,14,5,9,0,0,38
46,13,2,9,0,7688,38
48,10,2,3,1,0,38
31,9,4,0,0,0,38
55,10,2,9,1,0,30
49,9,2,0,1,0,38
25,13,4,11,0,0,38
45,16,0,9,1,0,38
48,9,0,6,0,0,38
31,9,2,6,1,0,38
42,10,2,10,1,0,38
58,11,2,2,1,0,38
63,13,2,2,1,0,34
42,9,2,13,1,0,38
40,13,2,0,0,0,38
28,9,2,3,1,7688,38
47,13,0,3,0,0,38
29,11,4,9,1,0,38
44,9,2,2,1,0,38
18,7,2,5,1,0,38
31,6,0,11,0,0,38
45,10,2,0,1,0,38
46,9,2,0,1,0,38
45,14,2,3,1,0,38
46,7,5,6,0,0,38
60,13,2,11,1,0,38
25,13,2,9,1,0,38
26,9,2,0,0,0,38
32,13,2,3,1,15024,38
44,14,2,3,1,0,38
41,9,2,2,1,0,38
39,13,4,3,1,0,38
44,11,2,12,1,4386,38
61,4,6,7,0,0,38
52,9,4,7,0,0,38
55,6,6,2,0,0,38
49,9,2,13,1,0,38
58,15,0,8,0,25236,38
34,13,2,11,1,0,38
34,12,2,11,1,0,38
58,15,2,9,1,0,38
59,13,2,3,1,10605,38
31,11,0,11,1,0,38
43,13,0,3,1,0,38
45,9,4,0,0,0,38
27,9,2,13,1,0,38
26,13,4,7,1,0,38
50,14,2,9,1,0,38
30,13,1,3,0,0,38
44,9,2,13,1,0,38
21,11,2,2,1,0,38
51,10,2,3,1,0,38
58,10,2,11,1,0,38
42,9,2,2,1,0,38
60,9,6,6,0,0,38
51,9,2,6,1,4386,38
22,10,4,5,1,0,38
18,7,4,5,1,0,38
23,10,2,11,0,0,38
53,14,2,9,1,0,38
46,10,2,9,1,7688,38
59,9,2,3,0,7688,38
33,10,2,3,1,0,38
29,9,4,10,0,0,38
28,14,0,9,0,0,38
41,9,2,2,1,0,38
50,14,2,9,1,7688,36
62,10,2,6,1,0,38
24,9,4,5,1,0,38
53,9,0,13,1,0,38
31,9,4,7,0,0,38
47,10,2,11,1,0,38
50,4,2,6,1,0,38
24,13,2,9,0,0,38
29,9,2,9,1,0,38
47,9,3,2,0,0,38
38,13,2,11,1,0,38
42,15,2,9,1,15024,38
38,9,2,9,0,0,38
51,15,2,9,1,0,38
56,13,2,9,1,0,38
51,14,2,9,0,0,38
37,9,2,11,1,0,38
55,13,2,3,1,0,38
62,5,2,3,0,5178,37
33,9,0,5,1,0,38
35,9,2,2,1,3103,38
54,14,2,9,1,0,38
30,13,2,9,1,0,38
44,15,4,9,1,10520,38
33,13,2,3,1,0,38
67,9,6,7,1,0,38
46,13,2,2,1,0,38
42,13,2,3,1,15024,38
39,13,2,9,1,0,38
48,10,2,11,1,3103,38
40,9,0,0,1,0,38
54,13,2,4,1,7688,38
35,9,2,0,0,0,38
42,9,2,2,1,0,38
60,12,2,7,1,0,38
36,9,2,2,1,0,38
58,9,2,2,1,0,38
59,10,6,7,0,0,30
44,13,2,3,1,7298,38
30,10,4,11,0,0,7
58,13,2,3,1,0,38
26,10,2,3,0,0,38
22,9,4,2,1,0,38
27,9,4,0,0,0,38
27,10,4,0,0,0,38
26,6,2,7,1,0,38
49,9,2,10,1,0,38
23,9,4,13,1,0,38
42,14,4,3,1,0,38
34,13,2,9,1,0,38
35,13,2,3,1,4386,38
57,14,2,9,1,15024,18
36,9,0,0,0,0,38
36,11,2,2,1,0,0
33,14,2,9,1,0,38
67,2,6,6,0,2062,6
19,9,4,7,0,0,38
40,13,2,11,1,7688,38
26,10,4,5,1,0,29
29,9,4,6,1,0,38
32,4,2,2,1,0,38
31,9,0,13,1,0,38
46,15,2,9,1,99999,38
35,10,2,6,1,0,38
47,10,0,9,1,0,38
52,14,2,9,1,0,38
39,9,4,7,1,0,38
42,14,2,3,1,0,38
44,9,2,2,1,0,38
54,12,2,2,1,0,4
26,5,4,7,0,0,7
38,13,2,0,0,0,38
39,8,2,0,1,0,38
20,10,4,0,0,0,38
38,12,2,9,1,0,38
44,10,0,13,1,0,38
55,13,2,9,1,15024,38
50,9,0,2,0,0,38
68,11,2,3,1,20051,38
50,9,2,3,1,0,38
32,11,2,0,1,7298,14
31,6,2,11,1,0,38
46,9,2,13,1,0,38
44,13,2,3,1,0,36
43,9,2,7,1,0,38
41,9,4,7,0,0,38
63,9,0,0,0,0,38
44,13,0,11,1,0,38
33,13,2,3,0,0,38
25,10,4,4,0,0,38
48,14,2,3,1,0,38
27,9,5,5,0,0,23
58,9,5,10,0,0,38
74,10,2,9,1,0,38
37,12,4,11,0,0,38
24,13,4,3,1,0,38
46,10,3,2,1,0,29
35,14,2,11,1,0,38
39,9,0,0,0,0,38
42,9,2,6,1,0,38
24,14,4,8,0,0,38
52,16,2,9,1,0,19
46,10,2,11,1,0,38
27,9,4,5,0,0,38
55,13,2,3,1,0,38
47,13,0,3,0,0,38
21,10,4,12,0,0,38
51,14,0,3,0,0,38
30,10,0,6,1,0,38
50,9,2,13,1,7298,38
47,10,2,13,1,0,38
41,11,2,0,0,3103,38
36,9,2,2,1,0,38
54,13,0,9,0,0,38
40,9,2,7,1,0,38
27,12,4,3,1,3325,38
25,13,2,9,1,0,38
32,13,2,11,1,15024,38
52,13,2,9,1,0,38
42,9,2,2,1,0,38
57,14,2,3,1,0,38
25,10,4,12,0,2174,38
53,5,2,2,1,5178,34
45,13,2,9,1,0,38
52,10,0,0,0,0,38
19,10,4,0,0,0,38
49,11,4,11,1,0,38
25,13,4,2,0,0,38
44,14,2,3,1,0,38
39,9,5,11,0,0,38
30,9,2,2,1,0,38
43,9,2,2,1,0,38
62,9,6,2,0,0,38
51,12,2,2,1,7688,25
21,10,4,5,1,0,38
61,3,2,4,0,0,25
34,16,2,9,1,0,38
27,7,0,2,1,0,38
35,10,2,11,1,0,38
53,9,0,2,1,0,38
47,13,2,3,1,0,38
20,7,2,5,1,0,38
44,14,2,3,1,0,38
58,10,6,9,0,0,38
60,13,2,11,1,0,38
20,9,4,5,1,0,38
31,13,4,0,1,8614,38
56,13,2,11,1,7688,38
58,9,2,3,1,0,38
21,10,4,0,1,0,35
61,10,2,0,1,0,38
52,14,2,9,1,0,38
54,4,2,6,0,0,38
21,9,4,0,1,0,38
36,12,2,9,1,0,38
49,9,2,3,1,0,38
52,10,2,2,1,0,38
41,10,2,11,1,0,38
50,15,2,0,1,0,24
19,10,4,11,1,0,38
20,9,4,0,0,0,38
51,11,2,9,1,0,38
56,9,2,2,1,0,38
60,9,2,2,1,0,38
31,10,2,2,1,0,38
38,10,4,3,0,0,38
36,9,2,12,1,0,38
52,15,2,3,1,0,38
67,12,2,3,1,9386,38
41,15,2,3,1,0,38
59,9,2,2,1,0,38
39,9,0,3,1,0,38
32,13,4,3,0,10520,38
54,14,2,3,1,0,38
53,9,2,6,1,0,38
55,10,2,9,1,0,38
48,15,2,9,1,0,38
57,14,2,9,1,0,38
61,9,2,13,1,0,38
20,10,4,7,1,0,38
57,10,0,2,0,0,38
18,6,4,4,1,0,38
45,3,2,13,1,0,25
28,13,2,11,1,0,38
30,9,4,10,0,0,38
31,13,4,3,0,0,38
57,10,2,11,1,0,38
59,9,2,9,1,0,38
47,9,2,13,1,0,38
33,15,2,9,1,0,38
49,9,2,2,1,7688,38
43,10,2,9,1,0,38
27,13,0,0,0,0,38
67,4,2,2,1,1797,38
26,13,4,2,1,0,38
61,15,2,9,1,0,38
